"","Normalized.0","Normalized.1","Normalized.2","Normalized.3","Normalized.4","Normalized.5","Normalized.6","Normalized.7","Normalized.8","Normalized.9","Normalized.10","Normalized.11","Normalized.12","Normalized.13","Normalized.14","Normalized.15","Normalized.16","Normalized.17","Normalized.18","Normalized.19","Normalized.20","Normalized.21","Normalized.22","Normalized.23","Normalized.24","Normalized.25","Normalized.26","Normalized.27","Normalized.28","Normalized.29","Normalized.30","Normalized.31","Normalized.32","Normalized.33","Normalized.34","Normalized.35","Normalized.36","Normalized.37","Normalized.38","Normalized.39","Normalized.40","Normalized.41","Normalized.42","Normalized.43","Normalized.44","Normalized.45","Normalized.46","Normalized.47","Normalized.48","Normalized.49","Normalized.50","Normalized.51","Membership","Predicted"
"64",0.47,0.56,0.32,0.71,0.38,0.53,0.53,0.74,0.32,0.35,0.88,0.47,0.59,0.44,0.29,0.79,0.68,0.44,1,0.59,0.32,0.44,0.74,0.47,0.44,0.15,0.21,0.29,0.21,0.15,0.41,0.21,0.53,0.53,0.26,0.21,0.12,0.29,0.18,0.26,0.5,0.35,0.18,0.38,0.38,0.38,0.06,0.44,0.26,0.18,0.35,0,2,2
"65",0.77,0.46,0.38,0.46,0.54,0.38,0.38,0.23,0.62,0.08,0.92,1,0.23,0.23,0.62,0.08,0.85,0.85,0.69,0.54,0.31,0.46,0.38,0.69,0.92,0.15,0.15,0.46,0.38,0.38,0.62,0.08,0.85,0.38,0.31,0.31,0.08,0.77,0.62,0,0.69,0.08,0.38,0.31,0.23,0.15,0.15,0,0.15,0.31,0.23,0.31,2,2
"66",0.52,0.71,0.84,0.48,1,0.68,0.71,0.65,0.55,0.84,0.94,0.26,0.52,0.48,0.81,0.26,0.94,0.94,0.48,0.39,0.97,0.52,0.55,0.74,0.35,0.39,0.23,0.9,0.81,0.48,0,0,0,0.39,0.32,0.68,0.94,0.45,0.55,0.32,0.68,0.48,0.65,0.45,0.81,0.35,0.13,0.26,0.39,0.29,0.39,0.13,2,2
"67",0.59,0.37,0.67,0.89,1,0.63,0.67,0.41,1,0.63,0.81,0.52,0.48,0.81,0.48,0.81,0.37,0.52,0.63,0.81,0.59,0.37,0.93,0.3,0.33,0.3,0.07,0.22,0.3,0.48,0.56,0,0.22,0.56,0.33,0.67,0.04,0.44,0.48,0.33,0.3,0.37,0.33,0.37,0.63,0.11,0.22,0.19,0.3,0.48,0.07,0.15,2,2
"68",0.71,0.53,0.41,0.41,0.18,1,0.06,0.35,0.47,1,0.29,0.35,0.24,0.82,0.47,0.47,0.59,0.18,0.65,0.29,0.18,0.53,0.29,0.29,0.53,0.71,0,0.53,0.35,0.29,0.24,0.29,0.41,0.35,0.35,0.18,0.41,0.59,0.59,0.12,0.35,0.29,0.18,0.12,0.29,0.24,0.29,0.12,0.35,0.35,0.35,0.24,4,4
"69",0.24,0.83,0.93,0.69,0.76,0.41,0.76,0.55,0.86,0.24,1,0.93,0.55,0.66,0.69,0.59,0.66,0.55,0.41,0.76,0.83,0.59,0.86,0.28,0.24,0.03,0.55,0.45,0,0.69,0.66,0.48,0.17,0.14,0.55,0.31,0.52,0.28,0.17,0.38,0.59,0.38,0.34,0.1,0.59,0.24,0.48,0.86,0.34,0.59,0.28,0.1,2,2
"70",0.41,0.66,1,0.41,0.59,0.38,0.59,0.81,0.53,0.47,0.25,0.44,0.72,0.53,0.53,0.91,0.78,0.84,0.72,0.69,0.34,0.13,0.56,0.22,0.44,0,0.13,0.09,0.28,0.38,0.53,0.47,0.44,0.19,0,0.53,0.47,0.38,0.19,0.16,0.56,0.28,0.41,0.66,0.63,0.09,0.44,0.47,0.5,0.19,0.13,0.38,2,2
"71",0.33,0.67,0.58,0.42,0.58,0.92,0.75,0.58,0.67,0.58,0.75,0.75,0.17,1,0.75,0.75,0.42,0.58,0.58,0.5,0.25,0.58,0.75,0.67,0.25,0.58,0.42,0.58,0.67,0.58,0.42,0.83,0,0.33,0.42,0.83,0.58,0.42,0.58,0.58,0.17,0.33,0.33,0.83,0.42,0.33,0.75,0.58,0.33,0.58,0.58,0.25,2,2
"72",0.22,0.43,0.57,0.62,0.57,0.54,0.92,0.59,0.27,0.43,0.68,0.38,0.49,0.73,0.68,0.57,0.81,0.49,1,0.7,0.73,0.86,0.51,0.62,0.24,0.19,0.08,0.43,0.41,0.41,0.59,0,0.32,0.27,0.22,0.27,0.51,0.43,0.24,0.54,0.3,0.51,0.32,0.3,0.57,0.27,0.11,0.49,0.19,0.59,0.35,0.14,2,2
"73",0.51,0.4,0.53,0.77,0.49,0.37,0.49,0.65,1,0.47,0.72,0.53,0.53,0.72,0.56,0.6,0.21,0.37,0.7,0.4,0.47,0.67,0.58,0.81,0.53,0,0.37,0.23,0.3,0.35,0.3,0.23,0.37,0.56,0.56,0.3,0.21,0.51,0.42,0.4,0.53,0.51,0.28,0.35,0.23,0.44,0.53,0.44,0.42,0.28,0.63,0.12,2,2
"74",0.27,0.33,0.13,0.73,0,0.53,0,0.33,0.4,0.47,0.4,0.73,0.73,0.87,0.4,0.47,0.33,0.13,1,0.47,0.33,0.27,0.4,0.47,0.13,0.27,0.27,0.2,0.47,0.27,0,0,0.13,0.13,0.2,0.2,0.27,0.33,0.27,0.2,0.4,0.13,0.2,0,0.53,0.53,0.27,0,0.47,0.33,0.6,0.4,4,4
"75",0.35,0.68,0.44,0.15,0.53,0,0.18,0.65,0.47,0.68,0.88,0.56,0.68,0.65,0.68,0.18,0.32,0.38,0.44,1,0.29,0.56,0.47,0.65,0.26,0.26,0.65,0.32,0.26,0.21,0.32,0.12,0.18,0.15,0.24,0.18,0.21,0.38,0.65,0.44,0.41,0.47,0.35,0.38,0.35,0.47,0.35,0.29,0.12,0.24,0.15,0.06,2,2
"76",0.33,0.53,0.78,0.83,0.36,0.56,0.31,0.53,0.64,0.83,0.31,0.94,1,0.72,0.53,0.64,0.72,0.64,0.69,0.53,0.89,0.47,0.47,0.64,0.47,0.08,0.14,0.47,0.31,0.56,0.39,0.28,0.33,0.56,0.14,0.36,0.56,0.25,0.31,0.53,0.69,0.44,0.36,0.44,0.06,0.64,0.53,0.36,0.17,0.36,0.42,0,2,2
"77",0.7,0.7,0.6,0.2,0.7,0.5,0.7,0.4,0.1,0.6,0.8,0.3,0.2,0.3,0.7,0.2,0.4,0.7,0.4,0.4,0,0.7,0.7,0.5,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.2,0.2,0.4,0.4,0.3,0.6,0.1,1,0.3,0.3,0.7,0.2,0.2,0.5,0.9,0.6,0.6,4,4
"78",0.72,0.76,0.45,0.72,0.9,0.55,0.45,0.48,1,0.62,0.9,0.55,0.45,0.72,0.48,0.9,0.9,0.86,0.76,0.86,0.66,0.55,0.86,0.31,0.59,0.24,0.69,0.31,0.28,0.1,0.28,0.17,0.38,0.52,0.38,0.1,0.62,0.21,0.28,0.21,0.21,0.48,0.41,0.28,0.34,0.69,0.24,0,0.14,0.28,0.1,0.07,2,2
"79",0.5,0.41,0.75,0.63,0.5,0.06,0.63,0.59,0.63,0.53,0.5,0.5,0.66,0.28,0.69,0.44,0.28,1,0.5,0.59,0.53,0.66,0.41,0.25,0.09,0.28,0.03,0.16,0.09,0.16,0.13,0.22,0.22,0.28,0.25,0.59,0.16,0.09,0,0.41,0.22,0.22,0.31,0.13,0.25,0.59,0.09,0.16,0.47,0.25,0.09,0,2,2
"80",0.62,0.35,0.44,0.68,0.35,0.56,0.88,0.21,0.56,0.41,0.65,0.53,0.68,0.59,1,0.85,0.12,0.56,0.88,0.38,0.53,0.5,0.41,0.35,0.74,0.32,0,0,0.44,0.35,0.47,0.09,0.29,0.35,0.06,0.15,0.44,0.53,0.35,0.15,0.26,0.18,0.26,0.26,0.24,0.5,0.18,0.53,0.32,0.15,0.09,0.21,2,2
"81",0.85,0.23,0.77,0.15,0.38,0.77,0.31,0.15,0.31,0.08,0.46,0.62,1,0.62,0.46,1,0.23,0.15,0.15,0.23,0.69,0.85,0.54,1,1,0.46,0.15,0.15,0.62,0.31,0.38,0.31,0.62,0.46,0.46,0.46,0.15,0.15,0.08,0.77,0.54,0.38,0.23,0.23,0.69,0.62,0.23,0,0,0.77,0.69,0.69,4,4
"82",0.46,0.62,1,0.69,0.77,0.31,0.23,0.46,0,0.23,0.31,0.92,0.15,0.31,0.08,0.15,0.15,0.92,0.31,0.15,0.08,0.08,0.46,0.23,0.62,0.08,0.23,0.15,0.38,0.15,0.38,0.31,0.31,0.31,0.23,0.23,0.62,0.23,0.15,0.15,0.62,0.31,0.23,0.23,0.23,0.23,0.46,0.62,0.85,0.23,0.31,0.23,4,4
"83",0.6,0.47,0.33,0.42,0.37,0.58,0.65,0.4,1,0.4,0.23,0.4,0.56,0.26,0.49,0.4,0.6,0.19,0.33,0.53,0.4,0.44,0.37,0.12,0.42,0.02,0.23,0,0.3,0.09,0.12,0.42,0.53,0.19,0.33,0.07,0.16,0.21,0.28,0.47,0.37,0.4,0.26,0.28,0.51,0.37,0.33,0.26,0.26,0.14,0.14,0.3,4,4
"84",0.2,0.12,0.24,0.44,0.17,0.56,0.27,0.51,0.49,0.51,0.61,0.34,0.51,0.34,0.85,0.32,1,0.2,0.46,0.44,0.07,0.29,0.37,0.27,0.27,0.12,0.22,0.22,0.32,0.29,0.12,0.07,0.2,0.24,0.24,0.29,0.27,0.22,0.12,0.32,0.17,0.17,0.1,0.05,0.39,0.39,0.51,0.27,0.24,0.37,0.32,0,4,4
"85",0.66,0.53,0.37,0.63,0.5,0.61,1,0.37,0.45,0.34,0.55,0.71,0.76,0.58,0.37,0.68,0.39,0.66,0.5,0.53,0.74,0.53,0.63,0.39,0.37,0.05,0.32,0.29,0.18,0.24,0.32,0.58,0.45,0.39,0.42,0.29,0.37,0.76,0.39,0.53,0.42,0.5,0,0.39,0.16,0.29,0.58,0.84,0.53,0.58,0.45,0.05,2,2
"86",0.67,0.52,0.52,0.48,0.63,0.26,0.96,0.67,0.89,0.63,0.63,1,0.48,1,0.37,0.74,0.41,0.33,0.7,0.63,0.78,0.48,0.3,0.41,0.48,0,0.15,0.41,0.15,0.04,0.22,0.59,0.56,0.56,0.63,0.37,0.81,0.48,0.37,0.56,0.81,0.22,0.44,0.48,0.67,0.59,0.52,0.44,0.37,0.52,0.37,0.22,2,2
"87",0.5,0.83,0.71,0.88,0.79,1,0.92,0.71,0.92,0.96,0.67,0.88,0.79,0.92,0.42,0.83,0.54,0.75,0.67,0.5,0.58,0.58,0.67,0.38,0,0.33,0.08,0.38,0.63,0.38,0.25,0.46,0.33,0.42,0.71,0.54,0.17,0.79,0.46,0.96,0.75,0.58,0.54,0.29,0.21,0.38,0.75,0.25,0.92,0.21,0.08,0.25,2,2
"88",0.85,0.37,0.52,0.44,0.56,0.85,0.89,0.63,1,0.74,0.37,0.93,0.74,0.7,0.52,0.63,0.59,0.3,0.44,0.37,0.74,0.85,0.85,0.52,0.41,0.26,0,0.48,0.44,0.3,0.33,0.33,0.59,0.33,0.37,0.52,0.56,0.3,0.48,0.07,0.33,0.41,0.11,0.59,0.44,0.67,0.19,0.41,0.44,0.37,0.19,0.22,2,2
"89",0.32,0.38,0.86,0.51,0.68,0.68,0.7,0.49,0.62,1,1,0.78,0.89,0.78,0.51,0.41,0.54,0.76,0.78,0.59,0.86,0.41,0.92,0.46,0.32,0.41,0.16,0.65,0.57,0.46,0.38,0.41,0.46,0.57,0.51,0.49,0.46,0.27,0.78,0.43,0.51,0.43,0.49,0.54,0.35,0.7,0.35,0.46,0.43,0.43,0,0.43,2,2
"90",0.83,0.55,0.76,0.72,1,0.45,0.86,0.76,1,0.59,0.69,0.66,0.9,0.31,0.41,1,0.72,0.55,0.59,0.41,0.31,0.55,0.38,0.34,0.31,0.34,0.31,0.41,0.31,0.24,0.59,0.24,0.76,0.48,0.34,0.28,0.31,0.48,0.45,0.52,0.48,0.17,0.52,0.38,0.24,0.41,0.76,0.66,0.62,0.38,0.31,0,2,2
"91",0.5,0.58,0.25,0.75,0.08,0.42,1,0.5,0.42,0.17,0.17,0.67,0.33,0.33,0.17,0.58,0.42,0.83,0.25,0.75,0.42,0.33,0.67,0.58,0.58,0.67,0.08,0.25,0.08,0.33,0.42,0.33,0.5,0.92,0.17,0.08,0.25,0.5,0.33,0.08,0.75,0.17,0.25,0.33,0.33,0.67,0.25,0.42,0,0.25,0.17,0.42,4,4
"92",0.18,0.43,0.93,0.53,0.3,0.63,0.45,0.53,0.48,0.6,0.55,0.48,0.43,0.5,0.65,1,0.73,0.58,0.88,0.4,0.85,0.98,0.23,0.2,0.45,0.2,0.2,0.4,0.03,0.35,0.13,0.08,0.53,0.35,0.5,0.48,0.35,0.5,0.48,0.28,0.3,0.38,0.58,0.18,0.33,0.53,0.53,0.25,0.38,0.28,0.28,0,2,2
"93",0.63,0.5,0.56,0.75,0.25,0.63,0,0.63,0.69,0.5,0.56,0.75,0.69,0.31,0.38,0.38,0.69,0.63,0.69,0.75,0.56,0.38,0.44,0.5,0.06,0.38,0.38,0.69,0.38,0.38,0.5,0.19,0.5,0.31,0.56,0.56,0.56,0.75,0.25,0.56,0.75,1,0.19,0.38,0.19,0.56,0.31,0.25,0.31,0.19,0.56,0.56,2,2
"94",0.83,0.42,0.5,0.42,0.08,0.58,0.17,0.17,0.17,0.42,0.42,0.08,0.33,0.42,0.58,0.33,0.58,1,0.5,0.08,0.42,0.67,0.67,0.58,0.67,0.5,0.42,0.42,0,0,0.33,0.5,0.42,0.17,0.17,0.5,0.08,0.58,0.33,0.33,0.08,0.42,0.5,0.5,0.58,0.25,0.5,0.58,0.42,0.5,0.17,0.42,4,4
"95",0.44,0.63,0.63,0.5,0.75,0.44,0.25,0.25,0.38,0.44,0.5,0.69,0.06,0.44,0.63,1,0.19,0.63,0.44,0.63,0.81,0.56,0.81,0.81,1,0.63,0.19,0.44,0.56,0.31,0.31,0.63,0.19,0,0.5,0.25,0.25,0.56,0.63,0.31,0.25,0.06,0.25,0.56,0.25,0.31,0.13,0.63,0.5,0.25,0.38,0.56,4,4
"96",0.28,0.39,0.42,0.64,0.42,0.47,0.42,0.5,0.72,0.5,0.08,0.22,0.69,0.47,0.36,0.14,0.42,0.56,1,0.58,0.69,0.28,0.44,0.53,0.17,0.31,0.06,0.19,0.25,0.19,0.28,0.72,0.25,0.25,0.56,0.11,0.03,0.31,0.22,0.31,0.31,0.58,0.25,0.39,0.31,0.19,0.25,0.56,0.53,0.5,0.47,0,4,4
"97",0.38,0.63,0.59,0.72,0.5,0.38,0.31,1,0.66,0.81,0.56,0.63,0.91,0.84,0.41,0.75,0.34,0.69,0.47,0.72,0.44,0.34,0.47,0.53,0.63,0.28,0.22,0.06,0.56,0.06,0.16,0.59,0.38,0.28,0.25,0.19,0,0.25,0.72,0.25,0.44,0.5,0.56,0.41,0.22,0.41,0.19,0.59,0.5,0.47,0.28,0.25,2,2
"98",0.44,0.22,0.44,0.44,0.78,0.22,0.33,0.44,0.44,0.44,0.56,0.56,0.67,1,0.67,0.22,0.44,0.44,0.33,0.67,0.67,0.78,0.33,0.67,0.67,0.44,0.11,0,0.33,0.33,0.33,0.22,0.33,0.33,0.22,0.11,0.22,0.44,0.44,0.44,0.89,0.22,0.67,0.22,0.56,0.44,0.78,0.22,0.56,0.44,0.56,0.56,4,4
"99",0.72,0.44,0.33,1,0.33,0.11,0.5,0.67,0.44,0.33,0.22,0.28,0.33,0.28,0.28,0.5,0.39,0.39,0.39,0.44,0.33,0.33,0.5,0.56,0.28,0.78,0.17,0.22,0.17,0.33,0.33,0.17,0.28,0.28,0,0.33,0.06,0.44,0.22,0.11,0.5,0.28,0.17,0.28,0.44,0.28,0.28,0.28,0.39,0.22,0.33,0.44,4,4
"100",0.33,0.04,0.08,0.17,0.17,0.42,0.33,0.04,0.08,0.21,0.17,0.29,0.25,0.21,0.29,0.38,0.21,0.58,0.25,0.21,0.13,0.5,0.25,0.42,1,0.33,0,0.13,0.21,0.04,0.13,0.08,0.17,0.25,0,0.04,0.13,0.29,0.17,0.29,0.17,0.13,0.21,0.46,0.25,0.13,0.5,0.46,0.13,0.21,0.75,0.67,3,3
"101",0.3,0.97,0.81,0.86,0.68,0.57,0.62,0.35,0.62,0.81,1,0.59,0.92,0.57,0.59,0.68,1,0.59,0.76,0.51,0.78,0.78,0.59,0.7,0.51,0.32,0.32,0.27,0.41,0.11,0.32,0.51,0.65,0.19,0.41,0.35,0.27,0.59,0.81,0.54,0.43,0.49,0.49,0.81,0.38,0.57,0.7,0.49,0.51,0.59,0.16,0,2,2
"102",0.6,0.88,0.12,0.52,0.68,0.32,1,0.56,0.12,0.76,0.56,0.56,0.8,0.48,0.36,0.72,1,0.84,0.84,0.96,0.68,0.36,0.92,0.4,0.96,0.04,0.24,0.32,0.28,0.4,0.2,0.6,0.32,0.4,0.32,0.68,0.36,0.44,0.56,0.8,0.36,0.24,0.68,0.64,0.32,0.2,0.12,0,0.52,0.28,0.48,0.4,2,2
"103",0.42,0.25,0.42,0.42,1,0.58,0.67,0.33,0.83,0.92,0.5,0.58,0.33,0.58,0.58,0.5,0.92,0.67,0.5,0.5,0.67,0.08,0.92,0.42,0.58,0.33,0.25,0.17,0.25,0.08,0.75,0.67,0.58,0.25,0.42,0.67,0.92,0.67,0.92,0.25,0.83,0.58,0.75,0.25,0.17,0.33,0.33,0,0.58,0.67,0.92,0.33,2,2
"104",0.33,0.33,0.44,0.44,0.22,0.67,0.44,0.56,0.44,0.67,1,0.44,0.78,0.67,0.22,0.11,0.33,0.56,0.22,0.22,0,0.22,0.44,0.44,0,0.11,0.22,0,0.44,0.44,0.11,0.67,0.22,0.11,0.11,0.11,0.44,0,0.22,0.22,0.22,0.22,0.11,0.44,0,0.56,0.22,0.22,0.22,0.44,0.44,0.33,4,4
"105",0.14,0.29,0.29,0.14,0.57,0.43,0.57,0.86,0.57,0.29,1,0.29,0.71,0.14,0.14,0.29,0,0.86,0.71,0.57,0.71,0.86,0.29,0.43,0.57,0.29,0.29,0.14,1,0.43,0.14,0.71,0.14,0.57,0.57,0,0.14,0.57,0.29,0,0,0,0.29,0.14,0.71,0.29,0.14,0.29,0.71,0,0.43,0.43,4,4
"106",0.41,0.35,0.41,0.71,0.71,0.18,0.41,0.12,0.71,0.65,0.47,0.24,0.35,0.47,0.53,0.71,0,0.41,0.59,0.53,0.35,0.59,0.47,0.41,0.65,0.18,0.41,0.24,0.29,0.41,0.47,0.18,0.41,0.29,0.29,0.24,0.06,0.41,0.24,0.41,0.35,0.47,0.24,0.18,0.29,0.18,0.24,0.29,0.24,0.53,0.59,1,4,4
"107",0.53,0.53,0.29,0.82,0.35,0.76,1,0.59,0.53,0.41,0.47,0.65,0.47,0.53,0.53,0.47,0.47,0.35,0.76,0.53,0.76,0.29,0.29,0.35,0.76,0.53,0.76,0.18,0.18,0.47,0.29,0.47,0.65,0.29,0.41,0.71,0.18,0.47,0.24,0.12,0.24,0,0.18,0.41,0.06,0.35,0.35,0.18,0.24,0.59,0.94,0.59,4,4
"108",0,0.22,0.22,0,0.33,0.11,0.22,0.11,0.67,0.33,0,0.33,0.44,0.33,0.56,0.11,0.56,0,0.11,0.22,0.22,0.33,0.44,1,0.22,0.56,0.33,0.22,0,0.33,0.33,0,0.22,0.44,0,0.44,0.67,0.33,0.67,0.44,0.44,0.22,0.56,0.78,0.11,0.22,0.33,0.33,0.33,0.44,0.11,0.44,3,3
"109",0.43,0.36,0.36,0.14,0.71,0.43,0.71,0.29,0.43,0.79,0,0.43,0.5,0.5,0.79,1,0.71,0.07,0.57,0.43,0.29,0.21,0.14,0.29,0.07,0.57,0.57,0.86,0.71,0.14,0.29,0.86,0.64,0.57,0.43,0.57,0.5,0.36,0.29,0.64,0.36,0.36,0.29,0.14,0.5,0.14,0.43,0.71,0.71,0.5,0.5,0.5,2,2
"110",0.4,0.6,0.6,0.2,0.8,0.47,0.4,0.47,0.47,0.4,0.67,0.53,0.33,0,0.13,0.47,0.67,0.73,0.4,0.33,0.27,0.33,0.13,0.6,0.53,0.4,0.4,0.6,0.33,0.27,0,0.13,0.13,0.53,1,0.2,0.67,0.2,0.4,0.47,0,0.47,0.53,0.13,0.2,0.33,0.2,0.53,0.47,0.27,0.27,0.27,4,4
"111",0.31,0.23,0.46,0.23,0.23,0.31,0.23,0.23,0.08,0.38,0.15,0.08,0.15,1,0.15,0.08,0.15,0.15,0.23,0.54,0.15,0,0.15,0.23,0.23,0.31,0.08,0.23,0.38,0.46,0.08,0.31,0.38,0.15,0.08,0.62,0.31,0.46,0.31,0.23,0.31,0.54,0.38,0.54,0.54,0.08,0,0.38,0.08,0.15,0.15,0.62,3,3
"112",0.26,0.4,0.29,0.83,0.49,0.31,0.37,0.69,1,0.34,0.49,0.23,0.29,0.14,0.54,0.14,0.8,0.69,0.37,0.26,0.6,0.6,0.23,0.14,0.54,0.11,0.29,0.29,0.34,0.54,0.46,0.11,0.03,0.63,0.2,0.17,0,0.71,0.49,0.34,0.14,0.23,0.51,0.17,0.69,0.4,0.29,0,0.17,0.06,0.2,0.37,4,4
"113",0.22,0.37,0.56,0.78,0.59,0.33,0.44,0.63,0.89,0.41,0.81,0.89,0.56,0.59,0.48,0.67,0.67,0.48,0.56,1,0.56,0.78,0.41,0.63,0.63,0.26,0.11,0.19,0.11,0.33,0.63,0.78,0.52,0.63,0.41,0.59,0.7,0.63,0.44,0.56,0.56,0.52,0.78,0.44,0.41,0.67,0.93,0.85,0.44,0.59,0.89,0,2,2
"114",0.31,0.23,0.31,0.38,0.54,0.69,0.31,0.54,0.62,0.85,0.54,1,0.92,0.77,0.46,1,0.15,0.92,0.46,0.46,0.54,0.15,0.62,0.31,0.15,0.23,0.69,0.62,0.85,0.23,0.38,0.31,0.23,0.69,0,0.46,0.62,0.85,0.46,0.62,0.62,0.38,0.38,0.15,0.62,0.54,0.31,0.31,0.46,0.31,0.54,0.38,2,2
"115",0.36,0.36,0.57,0.64,0.71,0.64,0.43,0.14,0.43,0.5,0.86,0.43,0.5,0.93,0.71,0.93,0.5,0.43,0.07,0.64,0.86,1,0.5,0.14,0.57,0.5,0.71,1,0.43,0.71,0.07,0.5,0.64,0.36,0.43,0,0.43,0.5,0.57,0.14,0.07,0.36,0.57,0.21,0.43,0.71,0.57,0.57,0.79,0.21,0.14,0.43,2,2
"116",0.75,0.25,0.33,0.33,0.25,0.67,0.42,0.58,0.58,0.42,0.25,0.75,0.33,0.5,0.67,1,0.42,0.83,0.67,0.58,0.67,0.17,0.33,0.58,0.33,0.33,0.33,0.5,0.17,0.33,0.5,0.33,0,0,0.58,0.25,0.17,0.75,0.33,0.08,0.58,0.08,0.5,0.33,0,0.25,0.92,0.5,0.75,0.67,0.5,0.67,4,4
"117",0.56,0.11,0.22,0.22,0.22,0.11,0.44,0.11,0.33,0.33,0.22,1,0.22,0.44,0.56,0.67,0.44,0.67,0.67,0.89,0.44,0.44,0.22,0.22,0.44,0.11,0.33,0.11,0.56,0.33,0.78,0.22,0,0.44,0.67,0.44,0.22,0.44,0.11,0.11,0.11,0.22,0.67,0.56,0.78,0.11,0.22,0.44,0.22,0.33,0.44,0.11,4,4
"118",0.67,0.5,0.33,0.33,0.67,0.61,0.28,0.06,0.5,0.5,0.22,0.39,0.22,0.39,0.33,0.22,0.56,0.61,0.39,0.22,0.44,0.06,1,0.39,0.5,0.5,0.06,0.11,0.39,0.61,0.17,0.28,0,0.44,0.11,0.22,0.06,0.17,0.17,0.17,0.22,0.28,0.06,0.17,0.11,0.22,0.11,0.44,0.22,0,0.33,0.33,4,4
"119",0.37,0.7,0.9,0.47,0.3,0.73,0.5,0.47,0.83,1,0.6,0.33,0.77,0.4,0.87,0.8,0.6,0.8,1,0.33,0.27,0.53,0.47,0.37,0.33,0.3,0.37,0.13,0.13,0.13,0.97,0.43,0.3,0.33,0,0.07,0.57,0.3,0.57,0.53,0.57,0.23,0.23,0.17,0.8,0.63,0.53,0.53,0.17,0.33,0.47,0,2,2
"120",0.58,0.53,0.31,0.39,0.42,0.72,0.39,0.58,0.58,0.64,0.44,0.42,0.61,0.61,0.53,0.86,1,0.72,0.44,0.5,0.28,0.39,0.72,0.42,0.36,0.22,0.56,0,0.31,0.56,0.53,0.47,0.31,0.39,0.42,0.33,0.06,0.42,0.31,0.53,0.58,0.89,0.31,0.83,0.5,0.28,0.31,0.61,0.58,0.31,0.36,0.44,2,2
"121",0.25,0.5,0.33,0.5,0.58,0.5,0.42,0.42,0.58,0.25,0.83,0.67,0.5,0.58,0.42,0.83,0.25,0.33,0.58,0.17,0.33,0.58,0.25,0.42,0.75,0.58,0.58,0,0.33,0.17,0.17,0.58,0,1,0.08,0.17,0.75,0.33,0.25,0.33,0.42,0.08,0,0.67,0.17,0,0.58,0.5,0.17,0.5,0.17,0.67,4,4
"122",0.33,0.5,0.33,0.39,0.56,0.06,0.44,0.33,0.61,0.89,0.39,0.39,0.28,1,0.22,0.89,0.28,0.61,0.56,0.33,0.17,0.5,0.61,0.5,0.33,0.5,0.17,0.22,0.72,0.56,0.28,0.44,0.28,0.44,0.67,0.44,0.56,0.22,0.33,0.28,0.56,0.56,0.61,0.28,0.56,0.72,0.67,0.28,0.44,0,0,0.61,2,2
"123",0.71,0.71,0.43,0.86,0.57,0.86,0.57,1,0.57,0.29,0.57,0.57,0.43,0.43,0.71,0.29,0.71,0.14,0,0.71,0.57,0.86,0.71,0.71,0,1,0.71,0,0.71,0.14,0.43,0.71,0.71,0,0.29,0.29,0.71,0.29,0.43,0.29,0.29,0.71,0.57,0.43,0.29,0.71,0.57,0.71,0.43,0.29,0.43,0.57,2,2
"124",0.36,0.55,0,0.64,0.36,0.27,0.45,0.36,0.18,0.64,1,0.55,0.73,0.36,0.36,0.91,0.45,0.27,0.36,0.27,0.36,0.27,0.36,0.55,0.73,0.55,0.36,0,0.09,0.18,0.64,0.45,0.27,0.55,0.55,0.36,0.09,0.09,0.55,0.55,0.45,0.36,0.36,1,0.18,0.27,0.73,0.27,0.18,0.18,0.82,0.36,4,4
"125",0.25,0.44,0.19,0.5,0.25,0.44,0.5,0.38,0.81,0.75,0.81,0.5,0.56,0.38,0.44,0.25,0.44,0.56,0.06,0.44,0.56,0.69,0.44,0.56,0.25,0.69,0.19,0.25,0.31,0.38,0.5,0.25,0.25,0.75,0.31,0.38,0.13,0.25,0.44,0.31,0.13,0,0.44,0.25,0.31,0.5,0.25,0.38,0.31,1,0.06,0.25,4,4
"126",0.27,0.73,0.73,0.27,0.45,0.27,0.55,0.27,0.45,0.55,0.55,0.18,0.45,0.27,0.82,0.18,0.36,0.55,0.36,0.18,0.18,0.18,0.55,0.09,0.18,0.27,0.64,0.45,0.09,0.18,0.36,0.45,0.27,0.36,0.36,0.45,0.45,0.45,0.36,0.82,0,0.27,0.55,0.18,0.45,0.36,0.18,0.36,0.55,1,0.45,0.45,4,4
"127",0.57,0,0.29,0.29,0.29,0.14,0.43,0.29,0.14,0.43,0.14,0,1,0.29,0.86,0.14,0.57,0,0.43,1,1,0.43,0.29,0,0.29,0.14,0.14,0.43,0.29,0.43,0.57,0.29,0.29,0,0,0.43,0.14,0.57,0,0.43,0,0.29,0.29,0.14,0.43,0.71,0.29,0.14,0.43,0.43,0.14,0,4,4
"128",0.56,0.78,0.31,0.66,0.72,0.59,0.72,0.84,0.78,0.69,0.88,0.69,0.69,0.47,0.53,0.41,0.53,0.44,0.63,0.69,0.34,0.94,0.41,0.94,0.5,0,0.22,0.5,0.69,0.25,0.63,0.31,0.34,0.56,0.25,0.59,0.53,0.03,0.47,0.38,0.31,1,1,0.25,0.75,0.75,0.34,0.63,0.56,0.25,0.34,0.13,2,2
